Name,City,State,Size_MW,Score_Default,Classification,Score_Best_Case,Score_Worst_Case,Score_Range,Missing_Inputs,PUE_Low_Score,PUE_High_Score,Growth_Low_Score,Growth_High_Score,OPEX_Low_Score,OPEX_High_Score,Data_Collection_Priority
Aligned PHX-02,Phoenix,AZ,48.0,63.37,Good,70.99,54.59,16.4,baseline_pue; load_growth_rate; energy_pct_opex,58.68,66.61,59.11,67.62,63.37,63.37,HIGH
Vantage AZ14,Goodyear,AZ,48.0,63.37,Good,70.99,54.59,16.4,baseline_pue; load_growth_rate; energy_pct_opex,58.68,66.61,59.11,67.62,63.37,63.37,HIGH
Stream Goodyear,Goodyear,AZ,48.0,63.37,Good,70.99,54.59,16.4,baseline_pue; load_growth_rate; energy_pct_opex,58.68,66.61,59.11,67.62,63.37,63.37,HIGH
Compass Mesa,Mesa,AZ,48.0,63.37,Good,70.99,54.59,16.4,baseline_pue; load_growth_rate; energy_pct_opex,58.68,66.61,59.11,67.62,63.37,63.37,HIGH
Urbacon DC Toronto DC7,Toronto,Ontario,22.0,58.53,Good,66.01,49.62,16.39,baseline_pue; load_growth_rate; energy_pct_opex,53.76,61.68,54.28,62.77,58.53,58.53,HIGH
Templus Lisbon,Lisbon,Estremadura,1.3,36.43,Moderate,44.13,27.77,16.36,baseline_pue; load_growth_rate; energy_pct_opex,31.83,39.72,32.17,40.69,36.43,36.43,HIGH
NT Nonthaburi 1,Nonthaburi,,1.7,36.43,Moderate,44.13,27.77,16.36,baseline_pue; load_growth_rate; energy_pct_opex,31.83,39.72,32.17,40.69,36.43,36.43,HIGH
NT Nonthaburi 2,Nonthaburi,,1.7,36.43,Moderate,44.13,27.77,16.36,baseline_pue; load_growth_rate; energy_pct_opex,31.83,39.72,32.17,40.69,36.43,36.43,HIGH
Equinix DC12,Ashburn,VA,20.0,56.88,Good,64.26,48.0,16.26,baseline_pue; load_growth_rate; energy_pct_opex,52.14,59.95,52.64,61.1,56.88,56.88,HIGH
atNorth SWE02,Kista,Stockholm,30.0,60.68,Good,68.17,51.93,16.24,baseline_pue; load_growth_rate; energy_pct_opex,56.03,63.83,56.44,64.91,60.68,60.68,HIGH
atNorth FIN03,Espoo,,18.0,54.63,Good,61.89,45.75,16.14,baseline_pue; load_growth_rate; energy_pct_opex,49.91,57.62,50.4,58.83,54.63,54.63,HIGH
C Spire Starkville,Starkville,MS,1.5,35.91,Moderate,43.5,27.39,16.11,baseline_pue; load_growth_rate; energy_pct_opex,31.42,39.12,31.68,40.15,35.91,35.91,HIGH
Digital Realty IAD36,Ashburn,VA,22.0,57.28,Good,64.59,48.54,16.05,baseline_pue; load_growth_rate; energy_pct_opex,52.66,60.3,53.06,61.48,57.28,57.28,HIGH
Digital Realty IAD38,Ashburn,VA,22.0,57.28,Good,64.59,48.54,16.05,baseline_pue; load_growth_rate; energy_pct_opex,52.66,60.3,53.06,61.48,57.28,57.28,HIGH
CN1,Chennai,Tamil Nadu,24.0,58.14,Good,65.46,49.44,16.02,baseline_pue; load_growth_rate; energy_pct_opex,53.55,61.17,53.92,62.34,58.14,58.14,HIGH
Chennai II,Chennai,Tamil Nadu,24.0,58.14,Good,65.46,49.44,16.02,baseline_pue; load_growth_rate; energy_pct_opex,53.55,61.17,53.92,62.34,58.14,58.14,HIGH
Axon Reservoir,Liverpool,"North Wales, Merseyside & Cheshire",3.6,84.01,Excellent,88.58,72.6,15.98,baseline_pue; load_growth_rate; energy_pct_opex,78.24,84.99,80.34,87.65,84.01,84.01,HIGH
DigiPlex Oslo Rosenholm DRAS,Oslo,Oslo,18.0,53.75,Good,60.92,44.95,15.97,baseline_pue; load_growth_rate; energy_pct_opex,49.09,56.68,49.54,57.93,53.75,53.75,HIGH
Microsoft Sandviken,Sandviken,,40.0,61.34,Good,68.71,52.81,15.9,baseline_pue; load_growth_rate; energy_pct_opex,56.87,64.39,57.13,65.54,61.34,61.34,HIGH
PDX-11,Hillsboro,OR,54.0,62.45,Good,69.85,53.98,15.87,baseline_pue; load_growth_rate; energy_pct_opex,58.02,65.52,58.24,66.66,62.45,62.45,HIGH
Digital Realty IAD39,Ashburn,VA,24.0,57.61,Good,64.86,49.0,15.86,baseline_pue; load_growth_rate; energy_pct_opex,53.09,60.59,53.41,61.8,57.61,57.61,HIGH
CyrusOne Mesa,Mesa,AZ,198.0,64.5,Good,71.92,56.13,15.79,baseline_pue; load_growth_rate; energy_pct_opex,60.14,67.58,60.29,68.7,64.5,64.5,HIGH
DigiPlex Fetsund,Fetsund,Oslo,20.0,54.31,Good,61.39,45.71,15.68,baseline_pue; load_growth_rate; energy_pct_opex,49.82,57.16,50.13,58.47,54.31,54.31,HIGH
Equinix CL3,Calgary,Alberta,17.0,49.34,Moderate,56.27,40.59,15.68,baseline_pue; load_growth_rate; energy_pct_opex,44.76,52.1,45.17,53.48,49.34,49.34,HIGH
CL3,Calgary,Alberta,17.0,49.34,Moderate,56.27,40.59,15.68,baseline_pue; load_growth_rate; energy_pct_opex,44.76,52.1,45.17,53.48,49.34,49.34,HIGH
CHN 1,Chennai,Tamil Nadu,30.0,58.85,Good,66.05,50.41,15.64,baseline_pue; load_growth_rate; energy_pct_opex,54.48,61.78,54.67,63.03,58.85,58.85,HIGH
SDC Seattle,Seattle,WA,54.0,61.84,Good,69.13,53.5,15.63,baseline_pue; load_growth_rate; energy_pct_opex,57.53,64.83,57.66,66.02,61.84,61.84,HIGH
Oliver's Tard (LHR18),London,,4.0,84.71,Excellent,89.16,73.55,15.61,baseline_pue; load_growth_rate; energy_pct_opex,79.15,85.59,81.08,88.32,84.71,84.71,HIGH
MCR2,Manchester,North West,4.0,84.71,Excellent,89.16,73.55,15.61,baseline_pue; load_growth_rate; energy_pct_opex,79.15,85.59,81.08,88.32,84.71,84.71,HIGH
LHR18,London,London,4.0,84.71,Excellent,89.16,73.55,15.61,baseline_pue; load_growth_rate; energy_pct_opex,79.15,85.59,81.08,88.32,84.71,84.71,HIGH
Microsoft Gävle,Gävle,,60.0,61.99,Good,69.24,53.69,15.55,baseline_pue; load_growth_rate; energy_pct_opex,57.71,64.95,57.81,66.16,61.99,61.99,HIGH
HOU2,Houston,TX,24.0,56.41,Good,63.5,47.96,15.54,baseline_pue; load_growth_rate; energy_pct_opex,52.03,59.26,52.24,60.57,56.41,56.41,HIGH
TOR1,Vaughan,Ontario,39.0,60.18,Good,67.37,51.85,15.52,baseline_pue; load_growth_rate; energy_pct_opex,55.88,63.09,56.0,64.34,60.18,60.18,HIGH
Equinix DC21,Ashburn,VA,30.0,58.35,Good,65.47,49.99,15.48,baseline_pue; load_growth_rate; energy_pct_opex,54.05,61.22,54.18,62.51,58.35,58.35,HIGH
CoreSite VA3,Reston,VA,30.0,58.35,Good,65.47,49.99,15.48,baseline_pue; load_growth_rate; energy_pct_opex,54.05,61.22,54.18,62.51,58.35,58.35,HIGH
CyrusOne Sterling I,Sterling,VA,30.0,58.35,Good,65.47,49.99,15.48,baseline_pue; load_growth_rate; energy_pct_opex,54.05,61.22,54.18,62.51,58.35,58.35,HIGH
CyrusOne Sterling II,Sterling,VA,30.0,58.35,Good,65.47,49.99,15.48,baseline_pue; load_growth_rate; energy_pct_opex,54.05,61.22,54.18,62.51,58.35,58.35,HIGH
EcoDataCenter Horndal,Horndal,,75.0,62.25,Good,69.46,54.04,15.42,baseline_pue; load_growth_rate; energy_pct_opex,58.05,65.18,58.08,66.41,62.25,62.25,HIGH
Equinix DC22,Ashburn,VA,32.0,58.54,Good,65.62,50.24,15.38,baseline_pue; load_growth_rate; energy_pct_opex,54.28,61.38,54.38,62.68,58.54,58.54,HIGH
PNW1,Quincy,WA,90.0,62.42,Good,69.6,54.28,15.32,baseline_pue; load_growth_rate; energy_pct_opex,58.27,65.33,58.26,66.58,62.42,62.42,HIGH
EcoDataCenter Falun,Falun,,90.0,62.42,Good,69.6,54.28,15.32,baseline_pue; load_growth_rate; energy_pct_opex,58.27,65.33,58.26,66.58,62.42,62.42,HIGH
Cloud House LHR30,London,,4.5,85.42,Excellent,89.74,74.5,15.24,baseline_pue; load_growth_rate; energy_pct_opex,80.05,86.2,81.81,88.99,85.42,85.42,HIGH
AWS IAD10,Sterling,VA,36.0,58.84,Good,65.88,50.66,15.22,baseline_pue; load_growth_rate; energy_pct_opex,54.68,61.65,54.7,62.98,58.84,58.84,HIGH
QTS Manassas DC1,Manassas,VA,36.0,58.84,Good,65.88,50.66,15.22,baseline_pue; load_growth_rate; energy_pct_opex,54.68,61.65,54.7,62.98,58.84,58.84,HIGH
Sabey Ashburn SDC1,Ashburn,VA,36.0,58.84,Good,65.88,50.66,15.22,baseline_pue; load_growth_rate; energy_pct_opex,54.68,61.65,54.7,62.98,58.84,58.84,HIGH
Meta Luleå,Luleå,,120.0,62.64,Good,69.78,54.57,15.21,baseline_pue; load_growth_rate; energy_pct_opex,58.55,65.51,58.49,66.79,62.64,62.64,HIGH
Multigrid Falun,Falun,,150.0,62.77,Good,69.89,54.75,15.14,baseline_pue; load_growth_rate; energy_pct_opex,58.72,65.63,58.63,66.91,62.77,62.77,HIGH
AWS IAD50,Ashburn,VA,40.0,59.09,Good,66.08,50.99,15.09,baseline_pue; load_growth_rate; energy_pct_opex,55.0,61.86,54.96,63.21,59.09,59.09,HIGH
AWS IAD60,Ashburn,VA,40.0,59.09,Good,66.08,50.99,15.09,baseline_pue; load_growth_rate; energy_pct_opex,55.0,61.86,54.96,63.21,59.09,59.09,HIGH
HYD11,Hyderabad,Telangana,48.0,59.93,Good,66.94,51.87,15.07,baseline_pue; load_growth_rate; energy_pct_opex,55.87,62.71,55.8,64.06,59.93,59.93,HIGH
Sovereign House (LHR20),London,,4.8,85.77,Excellent,90.03,74.98,15.05,baseline_pue; load_growth_rate; energy_pct_opex,80.51,86.5,82.18,89.33,85.77,85.77,HIGH
NM1,Mumbai,Maharashtra,52.0,60.07,Good,67.05,52.06,14.99,baseline_pue; load_growth_rate; energy_pct_opex,56.04,62.83,55.94,64.19,60.07,60.07,MEDIUM
SUPERNAP 8,Las Vegas,NV,50.0,59.85,Good,66.81,51.84,14.97,baseline_pue; load_growth_rate; energy_pct_opex,55.83,62.59,55.72,63.96,59.85,59.85,MEDIUM
AUS2-AUS3,Austin,TX,33.0,57.48,Good,64.38,49.41,14.97,baseline_pue; load_growth_rate; energy_pct_opex,53.42,60.19,53.36,61.59,57.48,57.48,MEDIUM
RCH-1,Richmond,VA,48.0,59.46,Good,66.38,51.49,14.89,baseline_pue; load_growth_rate; energy_pct_opex,55.47,62.17,55.34,63.56,59.46,59.46,MEDIUM
Vantage VA11,Ashburn,VA,48.0,59.46,Good,66.38,51.49,14.89,baseline_pue; load_growth_rate; energy_pct_opex,55.47,62.17,55.34,63.56,59.46,59.46,MEDIUM
Vantage VA12,Ashburn,VA,48.0,59.46,Good,66.38,51.49,14.89,baseline_pue; load_growth_rate; energy_pct_opex,55.47,62.17,55.34,63.56,59.46,59.46,MEDIUM
ESbogatan 11 (STO4),Stockholm,Kista,1.8,33.29,Moderate,40.32,25.46,14.86,baseline_pue; load_growth_rate; energy_pct_opex,29.4,36.07,29.18,37.41,33.29,33.29,MEDIUM
ESbogatan 11 STO4,Kista,,1.8,33.29,Moderate,40.32,25.46,14.86,baseline_pue; load_growth_rate; energy_pct_opex,29.4,36.07,29.18,37.41,33.29,33.29,MEDIUM
Esbogatan 11 STO3,Kista,,1.5,33.29,Moderate,40.32,25.46,14.86,baseline_pue; load_growth_rate; energy_pct_opex,29.4,36.07,29.18,37.41,33.29,33.29,MEDIUM
Esbogatan 11 STO2,Kista,,1.8,33.29,Moderate,40.32,25.46,14.86,baseline_pue; load_growth_rate; energy_pct_opex,29.4,36.07,29.18,37.41,33.29,33.29,MEDIUM
Conapto Stockholm 1 City,Stockholm,,1.0,33.29,Moderate,40.32,25.46,14.86,baseline_pue; load_growth_rate; energy_pct_opex,29.4,36.07,29.18,37.41,33.29,33.29,MEDIUM
AWS IAD105,Manassas,VA,50.0,59.53,Good,66.44,51.59,14.85,baseline_pue; load_growth_rate; energy_pct_opex,55.57,62.24,55.42,63.64,59.53,59.53,MEDIUM
Bengaluru 4,Bengaluru,Karnataka,67.2,60.44,Good,67.36,52.56,14.8,baseline_pue; load_growth_rate; energy_pct_opex,56.53,63.15,56.34,64.55,60.44,60.44,MEDIUM
LBL1,Liverpool,"North Wales, Merseyside & Cheshire",5.3,86.26,Excellent,90.44,75.65,14.79,baseline_pue; load_growth_rate; energy_pct_opex,81.15,86.93,82.7,89.81,86.26,86.26,MEDIUM
Green Mountain OSL2 Hamar,Hamar,,30.0,56.0,Good,62.78,47.99,14.79,baseline_pue; load_growth_rate; energy_pct_opex,52.0,58.61,51.9,60.08,56.0,56.0,MEDIUM
IAD-01,Ashburn,VA,60.0,59.83,Good,66.69,51.99,14.7,baseline_pue; load_growth_rate; energy_pct_opex,55.95,62.49,55.73,63.92,59.83,59.83,MEDIUM
Iron Mountain VA-1,Manassas,VA,60.0,59.83,Good,66.69,51.99,14.7,baseline_pue; load_growth_rate; energy_pct_opex,55.95,62.49,55.73,63.92,59.83,59.83,MEDIUM
NVA06,Leesburg,VA,72.0,60.07,Good,66.89,52.32,14.57,baseline_pue; load_growth_rate; energy_pct_opex,56.27,62.7,55.99,64.15,60.07,60.07,MEDIUM
IAD5,Culpeper,VA,72.0,60.07,Good,66.89,52.32,14.57,baseline_pue; load_growth_rate; energy_pct_opex,56.27,62.7,55.99,64.15,60.07,60.07,MEDIUM
QTS Ashburn DC1,Ashburn,VA,72.0,60.07,Good,66.89,52.32,14.57,baseline_pue; load_growth_rate; energy_pct_opex,56.27,62.7,55.99,64.15,60.07,60.07,MEDIUM
Green Mountain OSL1 Rjukan,Rjukan,,35.0,56.48,Good,63.18,48.64,14.54,baseline_pue; load_growth_rate; energy_pct_opex,52.62,59.03,52.4,60.54,56.48,56.48,MEDIUM
11 Hanbury Street (LON1),London,,6.2,86.96,Excellent,91.01,76.59,14.42,baseline_pue; load_growth_rate; energy_pct_opex,82.05,87.53,83.43,90.47,86.96,86.96,MEDIUM
11 Hanbury Street LON1,London,,6.2,86.96,Excellent,91.01,76.59,14.42,baseline_pue; load_growth_rate; energy_pct_opex,82.05,87.53,83.43,90.47,86.96,86.96,MEDIUM
MAA10,Chennai,Tamil Nadu,150.0,61.15,Good,67.94,53.52,14.42,baseline_pue; load_growth_rate; energy_pct_opex,57.44,63.76,57.08,65.22,61.15,61.15,MEDIUM
MU1,Mumbai,Maharashtra,150.0,61.15,Good,67.94,53.52,14.42,baseline_pue; load_growth_rate; energy_pct_opex,57.44,63.76,57.08,65.22,61.15,61.15,MEDIUM
SUPERNAP 9,Las Vegas,NV,150.0,61.0,Good,67.77,53.41,14.36,baseline_pue; load_growth_rate; energy_pct_opex,57.33,63.59,56.94,65.07,61.0,61.0,MEDIUM
Green Mountain DC1 Stavanger,Rennesøy,,45.0,57.12,Good,63.71,49.51,14.2,baseline_pue; load_growth_rate; energy_pct_opex,53.45,59.58,53.07,61.16,57.12,57.12,MEDIUM
Richmond 1,Richmond,VA,238.0,60.93,Good,67.59,53.48,14.11,baseline_pue; load_growth_rate; energy_pct_opex,57.38,63.44,56.88,64.97,60.93,60.93,MEDIUM
STT Delhi DC 1,New Delhi,Delhi,1.6,31.72,Moderate,38.41,24.3,14.11,baseline_pue; load_growth_rate; energy_pct_opex,28.18,34.25,27.68,35.77,31.72,31.72,MEDIUM
GDC - Chennai 1,Chennai,Tamil Nadu,2.0,31.72,Moderate,38.41,24.3,14.11,baseline_pue; load_growth_rate; energy_pct_opex,28.18,34.25,27.68,35.77,31.72,31.72,MEDIUM
630 Ajax Ave LHR26,Slough,,9.0,88.23,Excellent,92.06,78.31,13.75,baseline_pue; load_growth_rate; energy_pct_opex,83.69,88.62,84.76,91.68,88.23,88.23,MEDIUM
Red Oak,Red Oak,TX,360.0,60.08,Good,66.52,52.92,13.6,baseline_pue; load_growth_rate; energy_pct_opex,56.78,62.43,56.09,64.08,60.08,60.08,MEDIUM
Cologix MTL10,Montreal,Quebec,35.0,41.12,Moderate,46.97,33.45,13.52,baseline_pue; load_growth_rate; energy_pct_opex,37.5,43.07,37.16,45.04,41.12,41.12,MEDIUM
Hayes,London,N/A,12.0,88.93,Excellent,92.64,79.26,13.38,baseline_pue; load_growth_rate; energy_pct_opex,84.6,89.22,85.5,92.36,88.93,88.93,MEDIUM
Bell Aliant Halifax,Halifax,Nova Scotia,1.0,30.08,Moderate,36.42,23.08,13.34,baseline_pue; load_growth_rate; energy_pct_opex,26.91,32.34,26.11,34.05,30.08,30.08,MEDIUM
Equinix HE2,Helsinki,Uusimaa,1.0,30.0,Moderate,36.32,23.02,13.3,baseline_pue; load_growth_rate; energy_pct_opex,26.85,32.25,26.03,33.97,30.0,30.0,MEDIUM
Qu Edmonton 1,Edmonton,Alberta,49.0,54.18,Good,60.26,47.14,13.12,baseline_pue; load_growth_rate; energy_pct_opex,51.01,56.27,50.24,58.11,54.18,54.18,MEDIUM
Echelon LCY10,London,N/A,17.0,89.55,Excellent,93.15,80.1,13.05,baseline_pue; load_growth_rate; energy_pct_opex,85.4,89.76,86.15,92.95,89.55,89.55,MEDIUM
LHR13,Chessington,London,18.0,89.64,Excellent,93.22,80.21,13.01,baseline_pue; load_growth_rate; energy_pct_opex,85.51,89.83,86.23,93.03,89.64,89.64,MEDIUM
The Chess Building,Watford,,31.0,90.22,Excellent,93.7,81.01,12.69,baseline_pue; load_growth_rate; energy_pct_opex,86.27,90.34,86.85,93.59,90.22,90.22,MEDIUM
LON-1-3,London,N/A,41.0,90.42,Excellent,93.87,81.28,12.59,baseline_pue; load_growth_rate; energy_pct_opex,86.52,90.51,87.06,93.78,90.42,90.42,MEDIUM
Spring Park,Corsham,South West,55.0,90.58,Excellent,94.0,81.49,12.51,baseline_pue; load_growth_rate; energy_pct_opex,86.73,90.65,87.23,93.93,90.58,90.58,MEDIUM
Goldwsworth PArk Trading Estate (LGW14),London,,84.0,90.74,Excellent,94.13,81.7,12.43,baseline_pue; load_growth_rate; energy_pct_opex,86.93,90.78,87.39,94.09,90.74,90.74,MEDIUM
LGW14,Woking,London,84.0,90.74,Excellent,94.13,81.7,12.43,baseline_pue; load_growth_rate; energy_pct_opex,86.93,90.78,87.39,94.09,90.74,90.74,MEDIUM
CWL1 Cardiff,Newport,South Wales,148.0,90.87,Excellent,94.23,81.88,12.35,baseline_pue; load_growth_rate; energy_pct_opex,87.1,90.89,87.53,94.21,90.87,90.87,MEDIUM
QC4 - Montreal II,Pointe-Claire,Quebec,48.0,43.59,Moderate,49.01,36.8,12.21,baseline_pue; load_growth_rate; energy_pct_opex,40.7,45.2,39.75,47.41,43.59,43.59,MEDIUM
Equinix CL 1,Calgary,Alberta,0.8,26.75,Moderate,32.38,20.62,11.76,baseline_pue; load_growth_rate; energy_pct_opex,24.33,28.48,22.93,30.57,26.75,26.75,MEDIUM
CL1,Calgary,Alberta,1.0,26.75,Moderate,32.38,20.62,11.76,baseline_pue; load_growth_rate; energy_pct_opex,24.33,28.48,22.93,30.57,26.75,26.75,MEDIUM
CL2,Calgary,Alberta,2.0,26.75,Moderate,32.38,20.62,11.76,baseline_pue; load_growth_rate; energy_pct_opex,24.33,28.48,22.93,30.57,26.75,26.75,MEDIUM
BCE Richardson,Regina,Saskatchewan,300.0,54.11,Good,59.38,48.35,11.03,baseline_pue; load_growth_rate; energy_pct_opex,52.02,55.57,50.36,57.86,54.11,54.11,MEDIUM
Quebec City (QC2) Data Center Campus,Quebec City,Quebec,86.0,46.54,Moderate,51.43,40.79,10.64,baseline_pue; load_growth_rate; energy_pct_opex,44.5,47.74,42.84,50.23,46.54,46.54,MEDIUM
QC6 - Montreal III,Baie-d'Urfé,Quebec,89.0,46.66,Moderate,51.54,40.96,10.58,baseline_pue; load_growth_rate; energy_pct_opex,44.66,47.84,42.97,50.35,46.66,46.66,MEDIUM
Cologix VAN1,Vancouver,British Columbia,0.75,23.77,Low,28.76,18.42,10.34,baseline_pue; load_growth_rate; energy_pct_opex,22.03,25.02,20.09,27.46,23.77,23.77,MEDIUM
Cologix MTL11,Montreal,Quebec,1.0,20.26,Low,24.5,15.83,8.67,baseline_pue; load_growth_rate; energy_pct_opex,19.31,20.94,16.74,23.79,20.26,20.26,MEDIUM
Cologix MTL7,Montreal,Quebec,2.6,20.26,Low,24.5,15.83,8.67,baseline_pue; load_growth_rate; energy_pct_opex,19.31,20.94,16.74,23.79,20.26,20.26,MEDIUM
